car_id,sgt_route_cluster_1
20153522013550-778,20
20153522043542-504,136
20153522073506-41,133
20153522073546-640,108
20153522083526-246,16
20153523013558-34,34
20153523023547-89,36
20153523033543-61,69
20153523043519-62,87
20153523073528-837,25
20153523073553-51,69
20153523083548-153,55
20153523113541-168,18
20153524013503-520,10
20153524023526-802,45
20153524043531-670,67
20153524063556-760,53
20153524123538-428,80
20153525013539-635,96
20153525013548-615,85
20153525023538-936,41
20153525043522-499,92
20153525053528-703,116
20153525063534-498,43
20153525063557-534,36
20153525103553-687,16
20153525123548-424,16
20153526023543-27,27
20153526033505-954,16
20153526033506-881,39
20153526043555-14,33
20153526053516-741,59
20153526053519-888,27
20153526053522-157,16
20153526063512-278,37
20153526073545-913,9
20153526083553-970,137
20153526093522-53,72
20153527013517-550,48
20153527043512-521,24
20153527083531-898,55
20153527123523-916,9
20153528033529-323,78
20153528043531-628,27
20153528073548-83,9
20153528073554-422,11
20153528093544-388,8
20153529023546-798,96
20153529033511-7,36
20153529033559-238,15
20153529043524-518,69
20153529043556-955,9
20153529063501-322,32
20153529083516-535,113
20153529113545-877,10
20153530033515-177,10
20153530053501-879,67
20153530053547-645,8
20153530063502-239,69
20153530093500-378,13
20153531063525-211,139
20153531103551-510,13
20153531113522-803,139
20153601013616-849,34
20153601023624-894,68
20153601023648-750,10
20153601043615-143,43
20153601063643-881,36
20153601073650-751,13
20153601083623-683,73
20153601083632-281,109
20153601083636-353,34
20153601093619-939,61
20153601093644-33,92
20153601103622-176,48
20153601103622-897,49
20153601103632-930,36
20153601123633-561,152
20153602023631-591,36
20153602023647-120,22
20153602033634-853,53
20153602043601-34,34
20153602043607-343,80
20153602043658-257,110
20153602053648-835,88
20153602063625-130,57
20153602063638-621,36
20153602063652-514,48
20153602113611-646,40
20153602113624-365,139
20153603013647-781,48
20153603023614-793,88
20153603043612-556,34
20153603053617-529,73
20153603053623-213,88
20153603073606-804,48
20153603073614-148,4
20153603073635-578,52
20153603083601-161,34
20153603083642-570,48
20153603093633-912,114
20153603103631-247,8
20153603123623-802,48
20153604033631-714,25
20153604043601-41,158
20153604053608-723,12
20153604063638-945,7
20153604073602-444,88
20153604073634-474,129
20153604073635-88,78
20153604113610-711,74
20153604113627-746,16
20153604113655-937,158
20153604113656-45,84
20153604123646-881,17
20153605023617-415,17
20153605023618-257,27
20153605033603-700,20
20153605033626-803,124
20153605033636-902,6
20153605053621-441,37
20153605083616-232,20
20153605083637-818,34
20153605103654-343,70
20153605113620-487,152
20153606013635-991,27
20153606013658-220,158
20153606043644-52,40
20153606053617-896,115
20153606063624-577,73
20153606063650-287,9
20153606073630-948,136
20153606073638-860,93
20153606073651-676,118
20153606073654-459,27
20153606073656-187,86
20153606083646-244,69
20153606103646-550,8
20153606103657-307,47
20153606113605-705,30
20153606123604-841,105
20153606123639-984,57
20153607023643-340,101
20153607053604-567,118
20153607053611-636,16
20153607053640-189,15
20153607073659-642,1
20153607093625-365,4
20153607113603-801,15
20153608033627-983,36
20153608033630-572,109
20153608073613-642,8
20153608073657-712,10
20153608103643-55,34
20153608113640-380,10
20153609013658-819,88
20153609033618-162,-1
20153609033627-164,103
20153609033638-542,48
20153609043621-422,-1
20153609073641-224,122
20153609073654-587,70
20153609113620-453,158
20153609113649-758,11
20153610013632-446,5
20153610043627-233,128
20153610123607-900,20
20153610123613-496,24
20153610123659-887,71
20153611023638-561,27
20153611043604-222,93
20153611073650-522,116
20153611083607-245,8
20153611093610-113,58
20153611123644-691,9
20153611123659-692,65
20153612033615-297,12
20153612043649-569,39
20153612043651-254,99
20153612053612-84,49
20153612063648-403,37
20153612073601-240,35
20153612073632-445,6
20153612103624-436,30
20153613013611-755,154
20153613013647-912,4
20153613033606-451,112
20153613053658-337,87
20153613083644-306,75
20153613093642-826,8
20153613113604-266,16
20153613113630-366,158
20153614033641-18,10
20153614093623-198,69
20153614113645-637,77
20153614123621-352,131
20153615013648-281,124
20153615033630-46,36
20153615033644-309,159
20153615043650-835,-1
20153615073626-13,8
20153615093614-562,34
20153615103638-158,124
20153615113617-365,9
20153615113626-103,89
20153615113653-146,8
20153616013639-745,36
20153616013642-115,16
20153616023622-592,50
20153616023658-518,124
20153616093612-196,21
20153616103605-901,48
20153616123655-217,48
20153617013601-315,83
20153617013645-103,109
20153617033658-794,88
20153617043652-935,27
20153617073625-500,15
20153617093653-526,65
20153617103638-247,57
20153617103644-124,10
20153617113627-467,69
20153618053610-340,79
20153618073618-931,9
20153618073639-900,21
20153618093644-486,10
20153618103651-556,103
20153618113644-795,55
20153618123612-480,149
20153619013645-677,154
20153619043658-889,9
20153619053636-962,59
20153619063610-927,33
20153619073613-656,60
20153619103622-151,32
20153619123625-792,18
20153619123629-727,149
20153620013633-332,12
20153620023617-93,50
20153620033616-263,10
20153620033619-929,39
20153620053622-72,93
20153620073607-661,0
20153620073642-259,16
20153620073655-119,73
20153620083607-408,89
20153620083629-759,12
20153620093610-570,69
20153620093639-512,48
20153621013605-948,126
20153621033624-514,40
20153621043606-60,24
20153621043654-816,21
20153621093642-578,48
20153621103636-206,59
20153621113623-976,36
20153621113627-482,9
20153621123651-644,69
20153622013612-921,34
20153622023640-890,104
20153622043643-625,133
20153622053626-161,139
20153622083653-391,5
20153622093615-832,124
20153622093633-893,75
20153622103615-743,130
20153622103648-402,115
20153622113605-844,15
20153622113627-960,87
20153622113653-407,73
20153622123619-566,94
20153622123625-953,36
20153623023601-382,8
20153623043615-405,34
20153623073647-385,88
20153623073655-303,15
20153623093637-634,69
20153623093654-994,135
20153623113600-392,0
20153624033652-668,27
20153624043623-472,25
20153624053656-871,69
20153624063632-719,48
20153624063634-720,142
20153624073607-630,130
20153624073615-56,39
20153624083613-62,27
20153624083625-903,36
20153624093600-684,64
20153624093618-492,71
20153624093633-927,52
20153624093638-216,141
20153624113634-748,129
20153624123607-78,9
20153625033655-460,80
20153625043610-6,30
20153625053657-8,69
20153625063605-688,56
20153626023608-801,67
20153626023632-111,97
20153626023634-935,59
20153626033657-418,27
20153626053623-916,21
20153626073627-527,8
20153626083639-100,0
20153626093628-77,122
20153627013649-281,139
20153627053602-196,96
20153627103626-273,9
20153627103631-641,9
20153627113639-711,118
20153628013640-524,9
20153628013654-43,10
20153628043653-891,139
20153628063656-228,102
20153628093653-512,139
20153628093659-387,53
20153628113615-827,67
20153629023651-616,88
20153629043616-154,9
20153629043624-983,96
20153629053647-857,0
20153629073622-752,6
20153629093621-951,11
20153629093635-690,41
20153629103642-718,6
20153630063613-481,69
20153630103619-546,46
20153630123652-843,36
20153631023614-197,136
20153631043604-397,17
20153701033700-323,34
20153701033718-257,51
20153701043700-596,0
20153701043709-900,13
20153701093702-509,58
20153701113704-354,80
20153701113748-789,41
20153701123723-532,10
20153702023707-936,8
20153702103731-275,27
20153702123720-767,7
20153703033723-96,59
20153703033728-566,8
20153703033757-677,11
20153703063712-927,144
20153703073756-936,18
20153703093747-572,104
20153703093757-526,34
20153703103702-660,27
20153703103703-319,20
20153703113751-752,51
20153703123740-719,89
20153704013734-599,97
20153704023740-102,34
20153704023750-346,69
20153704043754-922,36
20153704053753-903,24
20153704073745-278,61
20153704083713-621,34
20153704083744-741,100
20153704093720-945,27
20153704093744-62,42
20153704113707-880,30
20153704113726-506,116
20153704113747-463,81
20153705013742-751,27
20153705023701-460,91
20153705023746-664,16
20153705023749-508,9
20153705033742-285,20
20153705043729-269,20
20153705043758-335,36
20153705073720-86,17
20153705073748-632,34
20153705093703-55,13
20153705093734-951,46
20153705103735-214,96
20153705113718-477,67
20153705123714-935,32
20153706033723-432,18
20153706033726-232,69
20153706053734-630,16
20153706063755-802,123
20153706113731-583,33
20153706123711-574,48
20153706123730-475,87
20153706123753-969,68
20153707013701-687,139
20153707013704-492,48
20153707013714-8,48
20153707023738-67,27
20153707023747-858,21
20153707043701-568,20
20153707063710-587,73
20153707073715-128,39
20153707073745-657,109
20153707093749-951,136
20153707103738-243,10
20153707103757-720,85
20153707123722-164,117
20153707123730-758,41
20153707123744-857,135
20153708023749-220,107
20153708023759-709,6
20153708043719-886,139
20153708043726-871,20
20153708063710-651,10
20153708073703-436,60
20153708073726-600,125
20153708103718-939,34
20153709023755-809,8
20153709043727-160,24
20153709073753-995,49
20153709093741-767,55
20153709093756-988,6
20153710013742-178,78
20153710023730-748,0
20153710023738-627,75
20153710023741-996,80
20153710023742-746,36
20153710043759-580,42
20153710063714-771,33
20153710073716-970,92
20153710073725-591,83
20153710083702-995,149
20153710103717-23,91
20153710103741-345,58
20153711013755-30,21
20153711023738-776,52
20153711033732-656,17
20153711053702-226,72
20153711053713-630,139
20153711053745-657,36
20153711063717-524,88
20153711063753-323,36
20153711073708-752,65
20153711073745-667,34
20153711073747-446,115
20153711083756-161,10
20153711093723-390,90
20153711103709-280,51
20153712013718-885,146
20153712013720-181,-1
20153712023734-851,69
20153712043748-60,84
20153712053742-911,53
20153712053749-134,85
20153712053750-371,12
20153712063710-382,34
20153712063756-502,24
20153712103753-734,8
20153712113749-782,100
20153713023759-301,34
20153713053710-170,24
20153713053720-934,126
20153713073734-379,10
20153713073746-513,16
20153713103711-913,42
20153713103729-151,83
20153713103736-380,69
20153713113703-493,107
20153713113721-137,11
20153714023755-239,118
20153714033720-570,48
20153714043724-299,10
20153714053753-627,84
20153714063741-679,16
20153714063744-506,60
20153714083754-335,8
20153714093722-194,27
20153714093734-926,61
20153715043702-719,10
20153715063723-831,34
20153715073756-574,48
20153715093725-365,117
20153716033726-119,109
20153716033755-459,114
20153716053704-475,47
20153716053741-328,6
20153716123710-632,118
20153716123736-670,69
20153717013712-983,10
20153717013727-315,39
20153717023707-721,42
20153717033736-717,74
20153717043711-283,69
20153717053733-740,47
20153717063714-206,8
20153717083746-738,109
20153717103748-173,32
20153717113702-835,17
20153717123705-260,69
20153717123723-9,69
20153717123759-246,107
20153718013726-245,9
20153718023711-582,69
20153718023735-885,155
20153718063701-202,37
20153718083748-67,69
20153718113730-766,55
20153718113750-118,81
20153719023744-10,50
20153719023756-293,9
20153719053715-589,129
20153719063729-533,53
20153719063742-10,77
20153719063754-548,82
20153719093703-501,34
20153719093713-179,36
20153719113733-632,21
20153719113736-210,16
20153719123723-558,8
20153719123745-647,50
20153719123756-685,9
20153720013744-969,8
20153720033720-23,27
20153720063727-695,10
20153720093737-980,121
20153720123722-777,123
20153721013734-366,16
20153721013750-459,39
20153721033723-749,104
20153721043705-857,25
20153721043708-165,69
20153721043746-702,12
20153721053713-825,36
20153721073705-425,9
20153721073748-885,73
20153721073751-968,49
20153721083755-788,114
20153721093748-104,10
20153721113736-947,9
20153721113745-20,146
20153721113747-248,80
20153721123707-721,121
20153722023710-935,113
20153722033750-276,90
20153722043755-415,34
20153722083744-703,75
20153722093714-712,10
20153722113713-858,148
20153722113716-211,44
20153722113733-394,113
20153722123707-242,9
20153723013743-159,128
20153723043748-531,39
20153723053736-677,16
20153723053749-114,68
20153723053754-880,72
20153723063722-803,8
20153723093749-366,9
20153723093753-818,160
20153723103701-496,133
20153723103744-695,118
20153723103750-402,123
20153723123726-448,97
20153724013715-465,34
20153724023746-464,98
20153724023747-163,47
20153724023750-556,26
20153724043708-660,36
20153724053722-514,85
