car_id,route_type_csv
20154324024302-237,transit
20154324024328-309,transit
20154324024354-470,transit
20154324024355-579,camper
20154324034301-448,transit
20154324034340-292,transit
20154324034351-995,transit
20154324044344-591,transit
20154324064354-382,transit
20154324074320-162,transit
20154324084313-457,camper
20154324094311-697,camper
20154324124340-646,transit
20154325024349-137,transit
20154325044303-21,camper
20154325074316-323,camper
20154325084307-908,transit
20154325084324-658,transit
20154325114303-212,none
20154325114323-182,camper
20154325124346-290,none
20154326034342-937,camper
20154326044353-158,camper
20154326104345-896,none
20154326124353-561,transit
20154327094301-825,transit
20154327094302-996,none
20154327104354-806,transit
20154327124354-540,none
20154328044302-517,camper
20154328054303-951,transit
20154328054340-157,none
20154328084349-846,camper
20154328104304-362,transit
20154328124300-548,transit
20154329014358-80,ranger
20154329024334-251,none
20154329044318-650,none
20154329054337-727,transit
20154329064303-556,transit
20154329064331-898,transit
20154329124314-622,transit
20154330014342-384,camper
20154330024309-947,transit
20154330024325-110,camper
20154330034344-832,ranger
20154330094335-317,transit
20154330124306-894,transit
20154331024312-424,transit
20154331034339-123,none
20154331044349-646,transit
20154331064335-322,transit
20154331084301-440,transit
20154331094357-320,transit
20154401034422-998,camper
20154401074429-771,transit
20154401104416-538,camper
20154401114403-876,transit
20154401114438-695,none
20154402034401-435,camper
20154402034416-232,transit
20154402034422-248,camper
20154402044412-377,camper
20154402044449-102,transit
20154402054410-14,transit
20154402054434-251,transit
20154402064416-314,transit
20154402124413-668,camper
20154403014425-796,none
20154403014430-537,transit
20154403054427-199,camper
20154403054444-186,transit
20154403064441-487,transit
20154403084410-270,transit
20154403084444-706,transit
20154403104439-719,none
20154404024426-337,camper
20154404024444-783,camper
20154404044426-903,none
20154404044452-704,camper
20154404054415-713,none
20154404064457-308,camper
20154404074423-76,camper
20154404074458-997,none
20154404094427-555,transit
20154404094430-924,camper
20154404114431-907,transit
20154404114459-43,camper
20154405014454-661,none
20154405034405-591,camper
20154405034454-883,camper
20154405044437-466,none
20154405054409-981,none
20154405054428-26,transit
20154405064401-508,camper
20154405064444-690,transit
20154405074410-187,transit
20154405074442-509,camper
20154405084402-280,camper
20154405094402-820,camper
20154406044427-579,camper
20154406044443-482,transit
20154406104424-345,none
20154406124402-983,transit
20154406124441-863,none
20154407014405-908,camper
20154407024400-526,ranger
20154407024412-194,camper
20154407034408-576,transit
20154407034414-393,transit
20154407064407-815,transit
20154407074409-70,none
20154407084406-55,camper
20154407104408-451,camper
20154407114429-288,none
20154408014459-479,camper
20154408024404-90,transit
20154408024437-581,ranger
20154408044436-655,camper
20154408064412-833,camper
20154408064440-273,transit
20154408074420-516,camper
20154408094400-252,none
20154408094429-109,transit
20154408104418-267,transit
20154408124449-448,transit
20154408124457-555,camper
20154409044423-907,camper
20154409044439-912,camper
20154409054455-450,transit
20154409084407-538,transit
20154409084413-801,camper
20154410014439-243,transit
20154410024451-978,camper
20154410054454-887,transit
20154410114421-764,transit
20154410114456-722,none
20154410124411-337,camper
20154410124427-370,camper
20154411024426-868,camper
20154411024449-72,transit
20154411064400-936,transit
20154411064440-435,camper
20154411074406-199,transit
20154411074439-224,ranger
20154411104410-894,none
20154412014428-448,camper
20154412024403-809,camper
20154412034444-733,transit
20154412044412-297,none
20154412044422-275,transit
20154412044423-504,transit
20154412064426-801,none
20154412084406-385,transit
20154412104452-262,camper
20154412114408-299,camper
20154412114442-702,transit
20154412124411-6,camper
20154413044446-614,transit
20154413074407-257,camper
20154414014438-128,transit
20154414024400-712,camper
20154414024455-447,camper
20154414044430-854,none
20154414094401-452,none
20154414094406-360,none
20154414094410-181,none
20154414094441-876,transit
20154414114435-629,ranger
20154414114437-964,none
20154414124406-469,none
20154414124412-684,camper
20154415014417-163,camper
20154415064447-909,camper
20154415064448-712,camper
20154415084411-333,transit
20154415114438-543,camper
20154416024437-390,none
20154416044414-95,camper
20154416054424-28,camper
20154416054433-55,transit
20154416054448-708,ranger
20154416074444-263,camper
20154416084444-481,transit
20154416094412-197,transit
20154416124424-327,transit
20154417044459-237,none
20154417054458-449,camper
20154417064427-657,transit
20154417074427-897,transit
20154417084423-551,transit
20154417084441-213,transit
20154417084454-73,none
20154417094415-108,ranger
20154417094442-343,none
20154417114443-51,camper
20154417114443-748,camper
20154418024416-474,transit
20154418024447-204,none
20154418044419-353,none
20154418044437-34,camper
20154418044447-947,transit
20154418064412-605,transit
20154418104408-406,transit
20154418114407-382,transit
20154419024438-705,camper
20154419054446-648,none
20154419084429-25,camper
20154419084431-507,none
20154419104411-33,transit
20154419104442-444,none
20154419114439-303,camper
20154420014428-416,none
20154420024426-231,transit
20154420044401-882,transit
20154420054435-183,camper
20154420054455-558,camper
20154420064402-308,transit
20154420094416-248,transit
20154420094443-603,camper
20154420104403-205,none
20154420114455-24,transit
20154420114457-164,transit
20154420124400-903,ranger
20154421014437-375,camper
20154421024437-278,camper
20154421024443-839,none
20154421024444-922,none
20154421044426-552,camper
20154421044438-271,transit
20154421044450-831,camper
20154421054430-525,camper
20154421074459-698,transit
20154421094452-315,transit
20154421114410-110,transit
20154422074419-68,transit
20154422084401-555,camper
20154422114404-501,camper
20154422124407-513,camper
20154423014421-678,transit
20154423014424-392,camper
20154423044409-968,camper
20154423044431-936,camper
20154423074419-20,transit
20154423074437-690,camper
20154423094459-117,camper
20154423114405-513,none
20154423124414-291,transit
20154423124442-224,camper
20154424014431-732,camper
20154424054432-658,transit
20154424064452-683,none
20154424084414-48,camper
20154424094438-22,transit
20154424104413-617,none
20154424114431-782,transit
20154424124420-192,transit
20154425034411-890,transit
20154425034419-941,transit
20154425094409-243,none
20154425094430-276,camper
20154425114422-810,camper
20154425124407-720,transit
20154426024411-840,camper
20154426024421-542,transit
20154426034420-319,none
20154426054401-248,camper
20154426054436-417,none
20154426064422-150,transit
20154426064448-113,transit
20154426094402-24,none
20154426094449-685,transit
20154427014422-855,transit
20154427014449-383,camper
20154427014452-663,none
20154427024429-109,camper
20154427034432-511,camper
20154427034434-710,none
20154427064420-988,transit
20154427094445-652,transit
20154428024444-390,ranger
20154428044434-0,transit
20154428054406-629,transit
20154428064405-937,none
20154428064410-192,camper
20154428064447-130,none
20154428084433-983,none
20154428094403-173,camper
20154428104404-828,camper
20154428114412-322,camper
20154428114434-818,camper
20154428124429-300,camper
20154429034402-935,camper
20154429044417-123,transit
20154429054444-507,ranger
20154429114404-718,none
20154429124436-765,none
20154429124439-546,camper
20154430014454-721,camper
20154430024407-253,transit
20154430034428-915,camper
20154430034436-879,camper
20154430044428-12,transit
20154430054401-271,ranger
20154430054440-890,none
20154430054442-410,camper
20154430064432-451,camper
20154430084401-298,camper
20154430084412-385,transit
20154430104428-685,transit
20154430104437-875,transit
20154430114430-240,ranger
20154430124427-412,ranger
20154431014412-348,none
20154431014456-46,transit
20154431024445-873,none
20154431054410-595,ranger
20154431064441-604,none
20154431084406-746,none
20154431104413-67,ranger
20154431104425-802,transit
20154431104451-420,camper
20154431124423-688,camper
20154431124424-721,camper
20154501024521-895,camper
20154501044554-839,camper
20154501074509-749,none
20154501084500-257,camper
20154501084530-202,camper
20154501084537-684,none
20154501124525-792,camper
20154502014508-491,camper
20154502024526-427,transit
20154502044518-570,transit
20154502054501-178,camper
20154502074525-187,transit
20154502074526-256,transit
20154502084548-823,camper
20154502084556-629,camper
20154502094535-864,camper
20154502104518-123,none
20154502114508-148,none
20154503034530-585,none
20154503054514-929,transit
20154503064512-973,transit
20154503064553-370,transit
20154503074525-315,transit
20154503094556-932,none
20154504014517-802,camper
20154504014523-881,none
20154504024526-617,camper
20154504054500-534,transit
20154504054501-314,camper
20154504064547-329,camper
20154504084540-301,none
20154504094510-630,camper
20154504094523-142,none
20154504094530-832,none
20154504114533-20,none
20154504114552-72,none
20154505014505-202,camper
20154505014541-791,none
20154505024531-4,camper
20154505034517-211,camper
20154505074523-130,camper
20154505094529-266,transit
20154505124525-350,camper
20154506014536-722,none
20154506054509-852,camper
20154506054510-602,camper
20154506054512-623,transit
20154506074517-446,camper
20154506084523-929,none
20154506094559-645,none
20154506114531-504,camper
20154506114534-739,transit
20154506124542-655,transit
20154506124552-825,transit
20154507024509-845,none
20154507024517-95,transit
20154507034519-6,camper
20154507054536-79,transit
20154507064517-275,camper
20154507074526-430,camper
20154507074558-617,camper
20154507104514-75,none
